c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
0.21802053532178725+0.98433601794231551j,0.71722585613103340+0.13155440528975981j,0.076779182779709909+0.030863036226182219j,0.58073720259715789+0.28278562428279636j,0.94872219238494626+0.39223429297092988j,0.80304008454941389+0.016463297605225920j,0.33980567654756877+0.62208388088137245j,0.27924629893895903+0.20290901849384685j,0.23472945622727404+0.41802761449122122j,0.89625376378258970+0.71400705431150113j,0.93903265978105921+0.69706954446197877j,0.026992549325510196+0.72088072275503456j,0.45016478759423129+0.15600001358427129j,0.72082630557484595+0.55100100619489478j,0.69023358759929054+0.35218322646597994j,0.23756873104411230+0.90884882130294375j,0.38148545773060166+0.35261785889627251j,0.011809670368126562+0.52313155283507884j,0.35803929550263031+0.39083488761492247j,0.34639100518228205+0.47820243921466415j
0.17287052222247870+0.98478319342553955j,0.052585696088980859+0.44855789799588702j,0.65151776158204622+0.62476463574217234j,0.58889838077889745+0.024249275709124437j,0.58203188677910145+0.0085434502578308966j,0.89947455490722006+0.65315114032376753j,0.39774788674366129+0.099371223918420085j,0.52470919610945477+0.79912259007125008j,0.68950408725433254+0.37618763324615884j,0.29683080186630456+0.85616157612471389j,0.20081526183956133+0.82616939359549191j,0.23626144560157408+0.90134468377302135j,0.42170965850600933+0.92014159923979644j,0.092748589759520134+0.83278887150206160j,0.35385989215136010+0.74436949066417457j,0.74312653446837895+0.49179623173674458j,0.32497062330250703+0.90749843378428507j,0.17717379380938211+0.50222333738998581j,0.63958294892895406+0.10951827480879281j,0.30197709317694027+0.50100849316721774j
0.14327410942795626+0.69514192924232265j,0.22702668201982371+0.56791552308612359j,0.99423448346086163+0.30713135474648506j,0.20337045857984951+0.10071557320692730j,0.65676186179032336+0.92896713920040186j,0.48071162023604180+0.66440902067104535j,0.60925583764293401+0.56849287651567348j,0.14015891212667661+0.50832797363767190j,0.37986004086588593+0.0082020404269794941j,0.25752382673766655+0.94481061273668798j,0.61638559512457480+0.87462165502032119j,0.89956898403510444+0.47805845394496177j,0.98472313103334130+0.10814617536609268j,0.14632912605906609+0.36741904180059998j,0.10118226874642652+0.92288578741498661j,0.66662242061593702+0.55775012979691785j,0.55898673111287400+0.93281714631684753j,0.79833922435475080+0.97236491816631232j,0.12308511485449701+0.83545274660618973j,0.90587041992646722+0.37262524928578389j
0.55954426506592903+0.73831815214689811j,0.87979020261306473+0.24763268793410501j,0.64098877808267407+0.93765659430101811j,0.80698291565922287+0.68996859604834004j,0.48415737140615211+0.63066585297072064j,0.55257445479222866+0.26171120872974935j,0.027064508432747377+0.52931775757670729j,0.70153399027436325+0.45597430679845347j,0.23918458136296289+0.65800448270997880j,0.19989435327752456+0.73031167084187687j,0.94899091015766524+0.60364597677714449j,0.38844540436652381+0.85408411016554830j,0.13788041273124260+0.71215423593907945j,0.39178094281879183+0.16547800231055798j,0.54680605348130329+0.84961457933170514j,0.49027341216487713+0.90471396823445493j,0.29289231863610715+0.56332160480429139j,0.43636368219317456+0.79952816244209668j,0.38484546389051844+0.41359539896045211j,0.53822672401986515+0.59464998149557313j
0.58701155097036595+0.012851511171263826j,0.30538481006292045+0.96376459529622760j,0.33690011158422939+0.11081984006785132j,0.71335245745021658+0.59055229425287925j,0.72144348282492388+0.97574219942934937j,0.81963553497056330+0.21022858418032003j,0.87172116855918225+0.40871413272838086j,0.57643825514113955+0.54857557901596732j,0.047495028952638275+0.88052576773086866j,0.56465777614894719+0.77085928410433036j,0.55996480705077112+0.94340430674579090j,0.50071687510280505+0.80910943950260938j,0.59893918126347834+0.47126023474015200j,0.38100738701672582+0.58507164089525443j,0.97681708961233893+0.36309252952358845j,0.74900838251491508+0.38362987507532242j,0.50565965286505798+0.070105457659328171j,0.94923221584629935+0.46052825411078502j,0.82142602085192140+0.56798922749193470j,0.29472653803031634+0.57378993312462323j
0.025257805896416956+0.42894343028785181j,0.40715616690380146+0.13038113158307765j,0.15354273656901529+0.89070351082356392j,0.83289065435328613+0.10262565255313182j,0.98082081711374469+0.57587106849487790j,0.21157393696894111+0.56106602432700325j,0.58371011568948505+0.65498431896495835j,0.21494132618886036+0.53832784190674510j,0.97857331586011109+0.48397569830433107j,0.50097725288153827+0.93021633106674262j,0.50299484457567312+0.80682304575105912j,0.36657834945207374+0.49636700572035897j,0.61479023157487023+0.13915356287176359j,0.21817316745627591+0.50809887013789345j,0.85654206425234292+0.46945861955358675j,0.46536866461687465+0.83762984778663774j,0.77063157851979180+0.93598177682536043j,0.68401230785112976+0.34439077613559294j,0.98883196155108155+0.78003013939715848j,0.27264179437167541+0.58143728339214185j
0.85555070811966738+0.72356814262610347j,0.26258551670227565+0.93537462479753375j,0.97231292102792954+0.19888285403374664j,0.37222555961421272+0.58957376708917675j,0.63998192427608225+0.34795026647661398j,0.28320069148766697+0.64823724706664831j,0.93218598060114510+0.90681778503558963j,0.19205651819929631+0.30880923860184101j,0.70304766332686341+0.30097229899030370j,0.37704289753392556+0.49187806100101816j,0.98408205511373026+0.097133521109981871j,0.79853944288373424+0.89306642204087316j,0.027633513020746635+0.38526720495322286j,0.54953565341910726+0.62802136614071835j,0.16426791435236671+0.21317759022121049j,0.38747491498261977+0.53878841586271908j,0.57212584355412710+0.12258179365631748j,0.72108203093147349+0.33203097256954350j,0.83755193287130014+0.17029355069387289j,0.37279669739665355+0.89196171137352553j
0.29753221212431635+0.93583788189395145j,0.67114862103370476+0.066244961521970777j,0.29609249260642595+0.95604984148602579j,0.23495086234566862+0.92953990167513845j,0.92833854300378460+0.90266148500434229j,0.53498703682510917+0.42897508175246424j,0.88871412749434686+0.93628883714999400j,0.50702212615724584+0.17442712785038403j,0.42322369896527967+0.71565195071995846j,0.69920098103214068+0.74474016358280126j,0.80087228635053187+0.28145561643118328j,0.35696939348354789+0.75011015392810099j,0.79907306373175557+0.16179426096031047j,0.73021241373757462+0.32809528936077753j,0.045326778130967145+0.21586636237271123j,0.0063873140806898800+0.013456883441580010j,0.20298825961258318+0.52465475471487821j,0.53396692796944945+0.10399398945248157j,0.37675583317142175+0.34724790766652236j,0.27354623901258646+0.12203985190642387j
0.17426923420880183+0.97557321094149663j,0.017340900597151591+0.55993297537523345j,0.33038340466217508+0.83702341008325398j,0.37313131322905424+0.73027917094236539j,0.85555560221999072+0.095580561144439177j,0.88844844303937343+0.035220898219280039j,0.35914430046792328+0.66880516793971712j,0.68504435533134600+0.31594158236637393j,0.86486379174209138+0.79531166544253384j,0.87470821586912240+0.62563680772628916j,0.58449593963201729+0.80265961085728532j,0.59499419553880772+0.52744423962792297j,0.53152895214965501+0.62986341050750905j,0.28586115143177876+0.64608916031083830j,0.53601213058504682+0.72221862077181209j,0.92393295072684845+0.15687331340007063j,0.21877029053656094+0.91582891430959745j,0.86140518552597478+0.85335525708980542j,0.018818049039474729+0.91519895651932215j,0.23114797642807336+0.40633797437824593j
0.27409943067396547+0.35552963857539827j,0.27054330380455577+0.075548161017519128j,0.80455554853529587+0.086449742479355884j,0.36622247245577566+0.45489346592963797j,0.47316565048837955+0.19640162945452036j,0.026859952268700967+0.57349923334430553j,0.61444436769362942+0.69438449620393994j,0.51714840156846298+0.34294760513610439j,0.34659610849836270+0.47823949328174575j,0.32773565727170995+0.52950783959038750j,0.34169556295691123+0.10190554599369456j,0.56673818834719414+0.91045281728193417j,0.90844941335646257+0.65120603998774229j,0.82844059235297463+0.98672470258157485j,0.43510250839577586+0.99106784455513697j,0.28086624195502574+0.65576408651654816j,0.55205272739961719+0.060895810917086741j,0.85145021107665464+0.27786617009836401j,0.52752783188590013+0.10478278524546711j,0.93790860321476466+0.87419162751468116j
0.44722184166957374+0.12152058413682930j,0.78220433764502650+0.0055531093254751846j,0.097339932468670343+0.98301937177620935j,0.43574668748232842+0.38338452046163501j,0.63255481690501636+0.98915584854699801j,0.20467411978044514+0.93163056959798296j,0.26811519395084599+0.54872663954354917j,0.36261177054699462+0.44603660605526974j,0.66720662299197175+0.74138652440991781j,0.75566243065116157+0.94930861643107067j,0.40761235991821104+0.35390451461164385j,0.95317139477448742+0.45450199843974221j,0.97307831687464041+0.18897708508328134j,0.85708194638228130+0.33386891166626292j,0.24606920867966567+0.31020601762808403j,0.022537048866808906+0.73999149254489394j,0.29601271737417190+0.15360933125801035j,0.094901565959040396+0.10514606579086518j,0.28501299173855366+0.53824599960395492j,0.050688784247518721+0.67788576084202468j
0.11632037856021508+0.34900010454701602j,0.48283710192942597+0.62818182231646602j,0.44428067736507193+0.78430318909965813j,0.50436810491200845+0.79518214687261690j,0.83223713316961789+0.69205026739475772j,0.12092509459640483+0.19047195100696526j,0.65392828573654471+0.85552123455298190j,0.42596674673593216+0.59615829199247627j,0.17511568678768008+0.82065178535664374j,0.70187138703608176+0.60095978252663229j,0.51850683245485585+0.50908942859275230j,0.88569638285980967+0.39717642066999992j,0.22527407582304229+0.48574529648215886j,0.16499236227215738+0.024895877165789462j,0.37638231319957177+0.20187832282840115j,0.82253560187086583+0.60030393909003221j,0.29402086091776003+0.50405625432952283j,0.19810770072003533+0.52324877561821770j,0.17465676546368017+0.74427044683275034j,0.63162713576494889+0.070022189035958499j
0.77990153911133642+0.19437278039831923j,0.75727583438551171+0.70827800091524939j,0.87001358761971403+0.29400440351589258j,0.62623992666154682+0.25649148449384379j,0.76851374345070911+0.48807990247699878j,0.19392534507608669+0.68705549854771908j,0.021478859160888444+0.36897512961313333j,0.33239645848688554+0.51622426597357740j,0.21350607236289196+0.70729922648539356j,0.83580311156961173+0.26045000606134971j,0.29044204935784124+0.80834154212336407j,0.99240614490328261+0.16479702154535153j,0.63514323578550125+0.82663473452625280j,0.88058690719766697+0.40505337036658762j,0.70569893204812251+0.79493264321669532j,0.10182522174676108+0.13264644484731705j,0.66695295958360601+0.020240201018944848j,0.13544270652934418+0.99734360807305311j,0.72899993414291708+0.76433845468273631j,0.98588867057139651+0.57793563051360008j
0.43121102948344109+0.93933493497011500j,0.31028623989519155+0.23035467210232566j,0.32186539394713803+0.43314729343052866j,0.27950899384834954+0.64724420710269115j,0.35447604541222671+0.57419289313554456j,0.78803634363370290+0.11939212779902404j,0.42626532224591379+0.30238889982134809j,0.79826855093837878+0.78012039992503390j,0.45486142982878702+0.063458799568003835j,0.95643601999481098+0.30276458558393105j,0.22346105146882517+0.0044538366508558840j,0.25801768430112959+0.30492954464583188j,0.97702345161092896+0.32999206942009018j,0.48503559838422750+0.61718554397149405j,0.61646564789096703+0.39157046390859773j,0.92573694683966989+0.98443187432210200j,0.99190367307132477+0.81023496057371058j,0.56578142572726065+0.93240650336004272j,0.64277829259454833+0.22155000075313686j,0.94096281099218637+0.91816182622860709j
0.042602274856154428+0.13374583999085976j,0.15683257781470589+0.75252078006242540j,0.79195294404215966+0.35879143630027333j,0.63064177921253650+0.088845833927344298j,0.070353481443620108+0.67331995080792950j,0.97677627812418133+0.39785650084624108j,0.67883114921890420+0.83492338562779322j,0.20964987148541872+0.28116402258115852j,0.49729244097594888+0.89740171389614320j,0.48824574542273125+0.60006643180066910j,0.46700282054731518+0.36926256045108474j,0.34360711658680970+0.70486745932778860j,0.60054759031466332+0.45513433110267676j,0.049313728321188452+0.34927697837750504j,0.22523831350042284+0.41903524641785500j,0.91220772896784030+0.045465487923736815j,0.94159553946723085+0.72116690236105752j,0.26442371470668102+0.62808708398947466j,0.91252250855993911+0.050638130076341721j,0.38518332677920403+0.70490247938628670j
0.77692763555741207+0.57243145939739026j,0.15477239766887069+0.24948055865515323j,0.36875856311268929+0.53088438889252521j,0.94923678538069256+0.35752497631573188j,0.14517689232716113+0.59050452764745909j,0.89639485124198648+0.76283998966282041j,0.55308782309874083+0.95500194149797824j,0.76091620031645235+0.71902891253933987j,0.93388086016283789+0.20892362378468138j,0.18540690176169661+0.083556513815328165j,0.37013451497137184+0.96695277522829437j,0.26679175099232127+0.84993500134184563j,0.99848952604066832+0.90682271406051085j,0.72928771515817037+0.77019121566147075j,0.26658936993223398+0.92905053122401760j,0.17918996616785710+0.59992867521659232j,0.70263874657651892+0.40131877926741472j,0.95765635296738982+0.41633041686754840j,0.037997432160089523+0.33847455436845109j,0.23302980177455215+0.78796863182323529j
0.19605625265500537+0.78842317825926778j,0.15603729396274746+0.41024178213931140j,0.28978951537614106+0.076094261122872986j,0.32868842172367241+0.14496396171019232j,0.0065350111366603144+0.090167815175030336j,0.57717033431840870+0.96392580770593583j,0.24549107014515434+0.84131241567039472j,0.33769007339312451+0.74862228782516493j,0.10077701488791305+0.11863317623912333j,0.0035118289750560409+0.92398425123591788j,0.75777006773764854+0.92959897500272326j,0.21419148203277730+0.70180433506768447j,0.22177974919382376+0.86697188145136750j,0.18418101438106291+0.27151694431851575j,0.24031801076001946+0.80846452420553239j,0.45567702955219219+0.28333308225651771j,0.90148462617126723+0.55284553439909034j,0.14327075526957100+0.46905143599462229j,0.54622370583424928+0.26802090359003078j,0.93898293227588070+0.50549542017612070j
0.087416395745423273+0.33397732180919076j,0.94648182739082320+0.57679130929860234j,0.46848086725029708+0.012441372059991849j,0.10185708741557412+0.86696853660620832j,0.22766000002208120+0.21217696230627636j,0.35522180758130367+0.15590387594505623j,0.75307565741773119+0.27080577938747130j,0.87407530112955567+0.82224927558153160j,0.92131077466132671+0.33252075140562953j,0.87256723976145112+0.37799744127773721j,0.32316153332066205+0.53703179007754653j,0.63376280705902532+0.64504635279483036j,0.60815734867629223+0.64328696284414688j,0.29001429288238922+0.43167456457965825j,0.90752164001545654+0.85680042059534789j,0.90088415964280710+0.057328994326742488j,0.60060771929642820+0.11057431036551292j,0.011681145053774714+0.43451951627347479j,0.47634963527774293+0.53804107836144477j,0.66990263617677670+0.20757302066483807j
0.25638963645003643+0.66171333205217042j,0.35597135324848977+0.48080107936080996j,0.94847461284154000+0.76289424246456816j,0.64968528236413658+0.74143586867584177j,0.78738061614676802+0.40461101913449116j,0.074816113970880102+0.61060966732996469j,0.42392409501296757+0.83970255422159723j,0.36379228109602924+0.28524968412063173j,0.69667531234091085+0.65757491667469270j,0.97767263655651826+0.90031829268068586j,0.11877086204268167+0.95352102585569165j,0.16376110861063634+0.21958436708183504j,0.12159156349267922+0.97870551337951994j,0.97461813913776429+0.66475952160756868j,0.29609157245968581+0.62310884099651542j,0.70304809872018426+0.43815184861556872j,0.13363046169215287+0.080840403154228774j,0.72170265500653652+0.99833722592269070j,0.91905522212371693+0.71922641626291084j,0.54183304359009787+0.22384442390258194j
0.80667003363694501+0.75754349929801845j,0.35653437036341984+0.27708416970081312j,0.094601582289270167+0.49421777902567249j,0.36770234408541475+0.89409792935397481j,0.75414028861649396+0.87809277448704559j,0.82056117697977293+0.79288235883926839j,0.71945901129115974+0.63917621380182699j,0.42661026039247879+0.033365453982755283j,0.19809248011459593+0.73959231230679123j,0.97450252381745273+0.70322185464848508j,0.076578481359952405+0.45688476126417643j,0.26848057509439427+0.97343725512836243j,0.96968694842578207+0.23325041021513002j,0.82299510806546572+0.061321582278392385j,0.78892611249290223+0.084488886958712262j,0.34612508556834926+0.32973441017205984j,0.063159889247543330+0.45565428199740687j,0.30931546319826181+0.11933890131479413j,0.17470542800145253+0.71505748423742277j,0.86479457584560626+0.015731541131241679j
0.10889158549522250+0.30685924416549243j,0.45278789731067109+0.71394066078819007j,0.84328782916043976+0.48302294875353041j,0.28610635563686443+0.33167989095337191j,0.35411051199743149+0.16172258357816324j,0.29918290368772371+0.69412021618346464j,0.99915372157844806+0.57698160924177355j,0.73123624695235767+0.45821812094586822j,0.93334295243683596+0.49000935147087682j,0.96033271338244741+0.86500003772089229j,0.33303626128848679+0.66395473360836021j,0.94209902457818995+0.83540408174011083j,0.43524132855027498+0.79260368150254223j,0.47154791982917632+0.14806538707835473j,0.11923662951919856+0.86927002011237109j,0.88372028577896788+0.65645922385111044j,0.028161295407316642+0.82619701708980975j,0.65312089143100793+0.28229657374099248j,0.67369893997181529+0.56075580029945848j,0.041551803486376590+0.050615993469189491j
0.27241662664125305+0.80240850625779458j,0.72310807251566234+0.55731796769985220j,0.67887519705313670+0.12397263922620276j,0.087857857564425795+0.79789451594512462j,0.85307718371579278+0.66678231101319829j,0.26722665350617114+0.95288071827723497j,0.73967698117370728+0.40999295648625100j,0.16417584938693164+0.43727247843898776j,0.69739074692046754+0.74361648140819636j,0.45589396019977735+0.74048666560154563j,0.98266103841652352+0.86826970046522134j,0.59872222127923103+0.42954235035511568j,0.94507827345824291+0.32163331207764806j,0.56989876201441159+0.12235706178487732j,0.40047484172524878+0.92444352273721964j,0.57683206956401623+0.52260827106502872j,0.10350863020784833+0.78806917229009621j,0.99437670154590874+0.22240222147860930j,0.39670961756273909+0.20177712205380877j,0.73197290870253651+0.44044447338105103j
0.75046908333425821+0.015316281608251794j,0.85981561573423615+0.85542051108122796j,0.52855101643448421+0.46791253600854593j,0.77957717714088814+0.77845312895649699j,0.29766941317445544+0.50473031536772595j,0.89843259163515943+0.36154053953054560j,0.25098762676769271+0.49429862062231666j,0.98442461699065198+0.86038506968539541j,0.59600406357103164+0.61895057959984834j,0.33265504905752730+0.36405593945866138j,0.33619614437998774+0.41621737711991896j,0.93136009069420567+0.37929437413812622j,0.43813961522740563+0.043213941470340286j,0.35713473584337674+0.64006017912417301j,0.74913808502104784+0.46993547721976114j,0.27662522416242530+0.28588760518489648j,0.30923121854879532+0.94484679275749872j,0.26227915300695548+0.18544063799197480j,0.83084544940938221+0.81840269945758670j,0.59598898173266135+0.13365042878328165j
0.35098531135998201+0.22144615688497313j,0.62010729485615967+0.58044662016348925j,0.56026199582138436+0.75811854956675018j,0.70417430803869530+0.14033893166520101j,0.81825418423470209+0.44072492954396508j,0.72824331461483549+0.92601976902767846j,0.33363751385323109+0.90069533584597505j,0.16292357996502127+0.81764972140091596j,0.93209194681970930+0.42052743478903087j,0.45496438335253420+0.33526593563035273j,0.0044775760642224672+0.97291996409101078j,0.63068245053664107+0.45062295827220639j,0.46994020042238527+0.050021965173942418j,0.79999935673547062+0.079360046771170395j,0.083374006714108495+0.33096297929615331j,0.062592358943238030+0.68561556808525714j,0.26510202490429907+0.91439046465008778j,0.80491727796288448+0.28550649027714992j,0.54356362400711777+0.75329942676725237j,0.28612461002571071+0.99176636445342414j
0.30798105624429345+0.97047348436445091j,0.097695112835655074+0.76084406053262854j,0.42148555667431581+0.018476745379401034j,0.44205602890567880+0.86823968719708255j,0.80799011312385838+0.65825297122425386j,0.50332518703427109+0.82943630335018137j,0.94505134705889993+0.17307872963682341j,0.44711500872148846+0.010546087239131969j,0.047885867799771276+0.80066028891881980j,0.20951291863275562+0.16617373196630111j,0.73032556524391745+0.93750468021626299j,0.93117608276659758+0.52294168875088975j,0.61870304615691130+0.82630005769222103j,0.029631241466223913+0.21723638775995560j,0.43500238609276753+0.52537126636903519j,0.31549554402805857+0.45302758156663853j,0.10905836954245388+0.64403189427345442j,0.20518117232266755+0.65378801039046519j,0.67410969003072041+0.61396421547371693j,0.53744410941505194+0.44383569747490453j
0.87407492161559153+0.84124377253731575j,0.52899780541882435+0.090006134310048558j,0.15367213965492846+0.092093280902099089j,0.97627014479737639+0.57827991813132096j,0.071864679971941514+0.49590028969176231j,0.61801023060961946+0.013143040760028367j,0.0010056491407939106+0.43632633755343819j,0.12990994846557502+0.64268431795209846j,0.51498612238737673+0.97551053292974410j,0.19294992154498700+0.95427431869940504j,0.31319091684242084+0.91876665646916345j,0.19376316269387864+0.096761677984493880j,0.20085340741674357+0.85737305641020933j,0.46067481774713731+0.37910200898706409j,0.68910831565698794+0.36169176723053614j,0.058392173593553948+0.17508191982375571j,0.13736601205361562+0.58777744274636734j,0.21497589688419844+0.57501188799552994j,0.11072190590731870+0.77969678038462198j,0.68288202865280656+0.22281531381388228j
0.41891908673947703+0.96877680129652100j,0.082307522649010215+0.50283466174311198j,0.11896168632048314+0.21994140217780053j,0.85612102307858096+0.83754818802307940j,0.30227484120678166+0.41593861549849648j,0.76635839005022299+0.14844297134208118j,0.37464579606656501+0.55749105586984071j,0.78432548961959003+0.23725233327897605j,0.33261896915389733+0.78172104034865508j,0.43125621585956608+0.40698831742350255j,0.12752790275955161+0.78403677495341861j,0.13791077384837680+0.39396039838280161j,0.52612090284017587+0.29868096783192871j,0.23022722525955791+0.54533086174778678j,0.59889336298496154+0.32085863746375909j,0.72514285782218901+0.42104342895964608j,0.67064985540007926+0.80891029199462916j,0.57669894351596374+0.59674576657050638j,0.61779519287524221+0.70121019827335318j,0.27004095397585998+0.67860096072828335j
0.68840695801870355+0.50416501651239776j,0.92854315644417162+0.59878927371328960j,0.82622980104271770+0.87596900735858918j,0.61420129901129183+0.16905407112538595j,0.97958175105249723+0.83328213395037587j,0.10101421018420133+0.68988849764713989j,0.021567699887442587+0.73556257482749210j,0.25984763171851988+0.44625286382226809j,0.65615166620020238+0.58021030729537537j,0.34993635245812521+0.86705638407719732j,0.14486411554433834+0.95869971275770638j,0.18172630548790805+0.60637879769420022j,0.45901898854254375+0.70720369280889206j,0.11909575579834111+0.67716588292228852j,0.64762659885373808+0.13337302782419455j,0.88090113824074756+0.17319130884542153j,0.66525895779347444+0.69248621764654550j,0.97675158876175094+0.92769832809192776j,0.057603981763281950+0.72622275991781216j,0.88549769030292513+0.93522014212501614j
0.079911948550732470+0.20410387373940478j,0.92320491209272926+0.78445790553415129j,0.92797301145163458+0.85928228266490170j,0.27966249397551213+0.013212111835847352j,0.67574006013474530+0.32047114206480126j,0.43232058721932026+0.10534456882359827j,0.52320975459778074+0.28396620654367205j,0.25353035682350361+0.011661825231860901j,0.91043960553936776+0.47925404493538276j,0.77546732403092045+0.23183970651886149j,0.68197132924923676+0.046089874542150244j,0.63960823294087177+0.13960387039292993j,0.038202046997460458+0.24038324432101787j,0.073955715767217572+0.24864734575851974j,0.33862447262884987+0.70511574947034739j,0.91380071857620826+0.58157158150970090j,0.82490843120832602+0.33637024303500968j,0.10828531449858624+0.16468632407408992j,0.42009890671279526+0.61865590260631831j,0.85275218146104914+0.64748945647692357j
0.67853256672400297+0.57015347409203776j,0.37023617069705989+0.26523954679507777j,0.28180955674211078+0.61448213329118617j,0.95773175563998292+0.78681726096172988j,0.48846451403549013+0.095993875134493672j,0.81792742364286797+0.34385490008986791j,0.10816080132204464+0.63790225573894055j,0.19374491808391978+0.92844662299284664j,0.75214925358662532+0.34336766050488204j,0.60134695615362777+0.53609433703497811j,0.40171763493958734+0.82941997633347964j,0.50126842437675867+0.63673687033477766j,0.70863189186607844+0.77198044844825509j,0.50232915659340849+0.82865131899498334j,0.62351692141915471+0.42671533966008668j,0.16816338351643034+0.49576631101785895j,0.087101636176760630+0.72582963234536146j,0.85135192673882010+0.50602639047998976j,0.77206269075410694+0.18546720396946723j,0.27082129103122676+0.85676187641208801j
0.35559094195497620+0.79985955310429380j,0.22829669593145055+0.94088651518120880j,0.81938616821906562+0.27500563504895092j,0.65392334413876818+0.52198637806290760j,0.10234493282591871+0.82910789850827671j,0.90061350052810440+0.20405503005938450j,0.30060720655676504+0.38025434982106932j,0.61690258720736824+0.61277750604138026j,0.60543948386905411+0.54532216878253126j,0.63363506778095757+0.80519872970967021j,0.14983804371963863+0.67501505714667820j,0.96901298936740488+0.73608057599833510j,0.098182535425534040+0.86290212084850137j,0.89632722045658619+0.77418876616565591j,0.16267227000889473+0.80659139415261571j,0.89087021989932513+0.61502457516132214j,0.76188934676376696+0.51445241213238468j,0.42386021978599803+0.85480825121453852j,0.46342671773921185+0.092146211691399846j,0.045130488386420219+0.59503368641150223j
0.92354963091281927+0.87500989594302947j,0.20336478682514558+0.69700236909333535j,0.56219175727399850+0.045413198815715358j,0.099999015917962383+0.84092226227670375j,0.70505066911191860+0.035245017612272105j,0.78213065791926462+0.17635976708986770j,0.44045574191898862+0.28454871763784428j,0.63336183588754069+0.60889802163295881j,0.21842960993131433+0.72597641996480178j,0.43197256499792736+0.54247663827171178j,0.59824812405327710+0.31850247367876994j,0.19141691889168569+0.98192950406298207j,0.66837045355303482+0.084564307326434995j,0.89855637372345099+0.58742879048522778j,0.43451840846522843+0.66357779847649390j,0.74788119530766195+0.22793612367220667j,0.54302199425029907+0.67236105313090910j,0.22662423703030643+0.42473176452433603j,0.065717187051642978+0.78079374663879397j,0.32131319786963075+0.80239944402312358j
0.58621042027505266+0.70378745432101686j,0.44824520736040580+0.43007690112876462j,0.81676035440742345+0.23904573559709197j,0.45313420496713624+0.58673788834024121j,0.66235482473865026+0.34969212521045895j,0.71770811919364474+0.33013835040002987j,0.54827429987644460+0.60727110533883855j,0.58300084227466442+0.22814518184975696j,0.33405298711476034+0.83833025547585827j,0.15850964210616372+0.0018052329092495094j,0.30218545891612891+0.27289461958969080j,0.71439598068765142+0.083652898720696589j,0.58686689002610892+0.96009696256752952j,0.49748401589977520+0.34801405462491936j,0.019170460584335525+0.56812643552699338j,0.046727743452348744+0.57223858574418229j,0.45129366980863733+0.76180707186162366j,0.35025954468737347+0.80584398307685512j,0.87035451968206579+0.62323219281376041j,0.083381468470871661+0.93937391035574414j
0.16890871913975122+0.63107178436643396j,0.38947539362376871+0.41629709833546147j,0.89975912937872216+0.40128709194688178j,0.52918569463341580+0.11435325896368666j,0.51542037390672113+0.41125236961825268j,0.89106844912321037+0.11612711049188110j,0.37126397600278088+0.11688870793932102j,0.71326559299024395+0.98841943871958560j,0.35918027326945295+0.21397491786063980j,0.96215736250550099+0.17172557748699252j,0.40763928072961841+0.97648054361382597j,0.85927970103862272+0.16901358466881977j,0.96183289110464587+0.42916143940702106j,0.62184362386199898+0.21714861013816247j,0.27225248522193174+0.19946670064454372j,0.44632132441611527+0.34472382548336111j,0.51987381521112852+0.26435479683343160j,0.39246997393665189+0.87616919235995860j,0.49311110699290500+0.59738764109925691j,0.43296810556309628+0.94642264323584768j
0.40971921469370437+0.23062993753866465j,0.061519936765168960+0.25576533691028719j,0.60712204855185536+0.79081421309113720j,0.091289040520586090+0.53211771428119548j,0.64210539990056126+0.45281310262582813j,0.14219736870693775+0.19183037025182537j,0.12661808904378535+0.64516808550771532j,0.98216500761174663+0.40221902923128372j,0.42725778665249703+0.29475144858186686j,0.85204992742475127+0.15228761729991380j,0.93624982777108967+0.083694738854678555j,0.35199461501070334+0.79353667164715647j,0.51204427076678760+0.34125639917645251j,0.88949943781245888+0.12497451790740410j,0.67625240538336873+0.64101037452271170j,0.28544818342807438+0.34857482725235578j,0.28903205672638660+0.59984905411823053j,0.43974595487974782+0.62452249186318787j,0.39302159026583355+0.45594041783126704j,0.10691135520463098+0.029598570203351948j
0.78124849004955887+0.93578566077248060j,0.0050472665713250809+0.33508975453797152j,0.13968027144336256+0.74889317185427828j,0.25777906547822965+0.77179106399521102j,0.45652621649425779+0.030007469724228044j,0.62414840750983536+0.78064239460723484j,0.040410798245536943+0.84696796396387430j,0.042633191972887674+0.73442573353004836j,0.56986867517178641+0.59921621435013395j,0.37542143785898602+0.62223618938125358j,0.13063999409992197+0.86301377758205278j,0.95970970744980544+0.62200806842683032j,0.84189264269586228+0.27997765075326858j,0.99751814258705718+0.27282584793409143j,0.70928322537293242+0.40487751197749133j,0.68448250050703507+0.0044782494104705656j,0.31052590599036806+0.98709983048191352j,0.27903635879889566+0.85246876415789186j,0.11142274200494057+0.54974666085488344j,0.72237534700050088+0.47012101810438767j
